lh.aparc.thickness	lh_bankssts_thickness	lh_caudalanteriorcingulate_thickness	lh_caudalmiddlefrontal_thickness	lh_cuneus_thickness	lh_entorhinal_thickness	lh_fusiform_thickness	lh_inferiorparietal_thickness	lh_inferiortemporal_thickness	lh_isthmuscingulate_thickness	lh_lateraloccipital_thickness	lh_lateralorbitofrontal_thickness	lh_lingual_thickness	lh_medialorbitofrontal_thickness	lh_middletemporal_thickness	lh_parahippocampal_thickness	lh_paracentral_thickness	lh_parsopercularis_thickness	lh_parsorbitalis_thickness	lh_parstriangularis_thickness	lh_pericalcarine_thickness	lh_postcentral_thickness	lh_posteriorcingulate_thickness	lh_precentral_thickness	lh_precuneus_thickness	lh_rostralanteriorcingulate_thickness	lh_rostralmiddlefrontal_thickness	lh_superiorfrontal_thickness	lh_superiorparietal_thickness	lh_superiortemporal_thickness	lh_supramarginal_thickness	lh_frontalpole_thickness	lh_temporalpole_thickness	lh_transversetemporal_thickness	lh_insula_thickness	lh_MeanThickness_thickness	BrainSegVolNotVent	eTIV
sub-23927/ses-001	2.505	2.246	2.557	2.284	3.754	2.964	2.838	2.965	2.916	2.377	2.605	2.315	2.343	2.826	3.65	2.911	2.755	2.51	2.428	2.11	2.321	2.657	2.888	2.867	2.824	2.197	2.86	2.628	2.973	2.74	2.517	3.886	3.104	3.494	2.70094	1622782.0	2268761.576535
sub-23951/ses-001	2.729	2.733	2.761	2.041	3.43	3.048	2.573	2.976	2.772	2.193	2.807	2.217	2.588	3.144	2.905	2.628	2.712	3.2	2.731	1.556	2.123	2.601	2.64	2.583	2.832	2.6	3.001	2.298	3.111	2.686	3.299	3.813	2.339	3.451	2.66493	1629456.0	2136189.339097
sub-24071/ses-001	3.009	2.677	2.594	2.114	3.391	2.993	2.6	2.95	2.513	2.464	2.338	2.203	2.555	2.969	2.485	2.777	2.641	2.725	2.348	1.725	2.284	2.63	2.756	2.541	2.65	2.432	2.908	2.199	3.061	2.729	3.102	3.67	2.785	3.542	2.64887	1718329.0	2418741.616914
sub-24085/ses-001	2.268	2.278	2.515	2.061	2.734	2.577	2.266	2.66	2.216	2.287	2.47	2.391	2.486	2.678	2.467	2.266	2.476	2.683	2.595	1.692	2.071	2.374	2.514	2.141	2.5	2.409	2.928	2.166	2.582	2.542	2.805	3.469	2.691	3.019	2.45608	1503850.0	1836444.971815
sub-24103/ses-001	2.031	2.561	2.942	1.849	3.151	2.587	2.603	2.73	2.145	2.183	2.571	2.178	2.372	2.658	2.263	2.514	2.809	3.073	2.508	1.953	2.207	2.137	2.734	2.212	2.717	2.432	2.935	2.23	2.744	2.57	2.969	3.25	2.627	3.048	2.52203	1279801.0	1653882.369632
sub-24138/ses-001	2.61	2.208	2.837	2.226	2.619	2.669	2.528	2.916	2.173	2.244	2.232	2.236	2.312	2.789	2.076	2.731	2.734	2.483	2.285	2.003	2.361	2.247	2.538	2.397	2.592	2.375	2.829	2.253	2.777	2.646	3.112	3.548	2.395	2.969	2.52004	1728497.0	2294109.676656
sub-24169/ses-001	2.47	2.253	2.527	1.821	3.667	2.868	2.351	2.862	2.64	2.297	2.575	2.364	2.201	2.592	2.418	2.539	2.532	2.629	2.462	1.716	2.106	2.423	2.631	2.359	2.231	2.21	2.591	2.267	2.887	2.643	2.506	3.698	2.463	2.932	2.4772	1593555.0	2199161.788234
sub-24172/ses-001	2.842	2.828	2.632	2.303	3.325	3.024	2.603	2.981	2.651	2.453	2.606	2.35	2.345	3.113	3.2	2.75	2.678	2.651	2.369	1.891	2.261	2.755	2.857	2.697	2.473	2.224	2.956	2.43	3.098	2.92	3.083	3.968	2.539	3.336	2.68904	1736195.0	2322026.313353
sub-24175/ses-001	2.832	2.274	2.747	2.178	3.091	2.845	2.519	2.866	2.441	2.405	2.637	2.507	2.603	2.858	3.009	2.612	2.423	2.815	2.485	1.817	2.001	2.46	2.665	2.445	2.557	2.307	2.756	2.226	2.747	2.716	3.266	3.771	2.572	3.282	2.56672	1574160.0	2243463.986178
sub-24185/ses-001	2.376	2.635	2.802	2.248	3.368	2.798	2.417	2.763	2.163	2.406	2.502	2.455	2.383	2.799	2.432	2.771	2.648	2.633	2.449	1.888	2.277	2.31	2.892	2.359	2.541	2.53	3.09	2.423	2.828	2.59	3.334	3.588	2.741	2.959	2.62171	1538468.0	2121572.304525
sub-24199/ses-001	2.649	2.303	3.181	2.098	3.155	2.771	2.699	3.144	2.263	2.438	2.449	2.385	2.312	3.034	3.272	2.776	2.534	2.991	2.763	1.912	2.388	2.223	2.962	2.44	2.276	2.453	3.095	2.559	2.971	2.984	3.105	3.096	3.033	3.008	2.69695	1607946.0	2194543.509924
sub-24201/ses-001	2.822	2.57	2.778	2.125	3.508	2.59	2.66	3.037	2.737	2.474	2.678	2.258	2.452	2.999	2.65	2.825	2.724	2.937	2.719	1.856	2.249	2.363	3.112	2.429	2.565	2.64	3.068	2.37	3.086	2.777	3.313	3.189	2.913	3.073	2.70767	1676433.0	2279936.520272
sub-24208/ses-001	2.336	1.971	2.241	1.952	2.104	2.714	2.229	2.742	2.22	2.141	2.616	2.177	2.513	2.582	2.104	2.618	2.432	2.476	2.339	1.964	2.08	2.151	2.584	2.118	2.247	2.326	2.728	2.101	2.588	2.666	3.487	2.871	2.534	3.139	2.4079	1574339.0	2259004.706927
sub-24213/ses-001	2.404	2.674	2.681	2.097	3.616	2.805	2.413	2.91	2.733	2.355	2.697	2.325	2.399	3.008	3.451	2.615	2.748	2.719	2.466	1.783	2.184	2.671	2.757	2.565	2.536	2.382	2.99	2.186	3.0	2.576	3.356	3.589	2.402	3.342	2.61777	1728316.0	2093904.36766
sub-24216/ses-001	2.244	2.406	2.819	2.301	3.462	2.76	2.416	2.935	2.688	2.356	2.548	2.528	2.386	2.727	2.864	2.801	2.591	3.03	2.791	2.052	2.268	2.55	2.902	2.592	2.277	2.334	2.927	2.434	2.883	2.803	3.224	4.166	3.124	2.786	2.63375	1598689.0	2142754.972682
sub-24225/ses-001	2.249	2.403	2.789	2.322	3.193	2.881	2.703	2.975	2.391	2.483	2.476	2.287	2.411	2.717	2.945	2.573	2.823	3.091	2.65	1.953	2.387	2.282	3.02	2.228	2.64	2.475	3.022	2.385	2.916	2.885	2.871	3.625	3.066	3.369	2.66501	1671805.0	2278568.939928
sub-24227/ses-001	2.534	2.889	2.651	1.819	3.593	2.91	2.542	2.931	2.702	2.248	2.501	2.277	2.67	2.86	3.175	2.391	2.481	2.747	2.477	1.717	2.175	2.617	2.532	2.466	2.887	2.438	2.883	2.156	2.789	2.485	3.149	3.392	2.585	3.351	2.55457	1585358.0	2100443.063163
sub-24229/ses-001	2.207	2.828	2.448	2.094	3.438	2.843	2.268	2.725	2.721	2.135	2.402	2.122	2.532	2.549	3.57	2.385	2.589	2.347	2.233	1.793	2.002	2.687	2.595	2.371	2.385	2.136	2.866	2.034	2.634	2.326	2.621	2.967	2.445	3.308	2.43785	1639795.0	2154318.366463
sub-24232/ses-001	2.393	2.432	2.496	2.033	3.476	2.837	2.355	2.855	2.471	2.231	2.493	2.415	2.417	2.68	2.331	2.389	2.495	2.307	2.352	1.802	1.987	2.406	2.596	2.43	2.525	2.158	2.587	2.173	2.66	2.403	3.193	3.271	2.457	3.226	2.45697	1597599.0	2078795.066812
sub-24235/ses-001	3.131	2.589	2.878	2.046	3.094	3.02	2.784	3.245	2.543	2.48	2.934	2.24	2.727	3.168	3.541	2.96	2.949	3.241	2.772	1.858	2.371	2.799	3.022	2.844	2.544	2.649	3.173	2.624	3.356	3.049	3.295	3.831	3.064	3.438	2.86916	1744404.0	2339465.161649
sub-24238/ses-001	2.861	2.628	2.728	2.225	3.677	3.057	2.803	2.834	2.701	2.379	2.404	2.515	2.364	2.896	3.283	2.862	2.521	2.709	2.189	1.831	2.34	2.85	2.847	2.805	2.594	2.189	2.982	2.572	3.0	2.871	2.924	4.014	2.736	3.176	2.69751	1713243.0	2254688.172264
sub-24252/ses-001	2.953	2.9	2.985	2.088	3.282	3.164	2.897	3.421	2.768	2.424	2.863	2.388	2.69	3.342	3.435	2.881	2.892	3.174	2.88	1.757	2.37	2.69	2.738	2.615	3.052	2.628	3.148	2.435	3.354	3.108	3.733	4.227	3.184	3.464	2.85291	1624591.0	2285835.518745
sub-24259/ses-001	2.644	2.681	2.895	2.158	3.915	3.127	2.712	2.996	2.565	2.456	2.781	2.478	2.477	3.008	3.105	2.951	3.014	3.028	2.827	1.88	2.438	2.491	3.038	2.645	2.969	2.578	3.185	2.521	3.218	3.007	3.142	4.095	3.103	3.211	2.80135	1703417.0	2268130.700837
sub-24263/ses-001	3.069	2.768	2.744	1.774	3.004	3.072	2.795	3.077	2.698	2.329	2.789	2.25	2.581	3.233	3.14	2.772	2.549	2.838	2.43	1.569	2.412	2.844	2.727	2.74	2.885	2.44	3.004	2.349	3.151	2.83	3.449	3.662	2.495	3.263	2.71822	1964673.0	2439645.029043
sub-24267/ses-001	3.235	2.741	2.796	2.427	3.206	3.319	2.89	3.237	2.606	2.557	2.898	2.756	2.793	3.375	3.308	2.95	2.902	3.204	2.725	2.071	2.395	2.692	2.97	2.977	2.739	2.522	3.271	2.589	3.251	2.964	3.264	3.495	3.221	3.557	2.91115	1608949.0	2263089.246478
sub-24281/ses-001	2.717	2.992	2.933	2.068	3.459	2.771	2.706	3.163	2.4	2.202	2.743	2.283	2.463	3.009	3.183	2.633	2.746	2.932	2.719	1.742	2.033	2.848	2.796	2.532	2.943	2.544	3.028	2.438	2.784	2.758	2.622	3.699	2.355	3.44	2.68254	1649660.0	2248508.001495
sub-24286/ses-001	2.762	2.679	2.819	2.153	3.365	2.798	2.749	2.973	2.423	2.217	2.889	2.238	2.55	3.008	3.37	2.673	3.069	2.895	2.668	1.688	2.338	2.604	2.774	2.562	2.863	2.369	2.928	2.409	3.03	2.802	2.787	3.641	2.518	3.347	2.68938	1746884.0	2266201.993395
sub-24287/ses-001	2.433	2.96	2.885	2.184	2.821	3.022	2.598	3.017	2.553	2.387	2.515	2.577	2.612	3.063	3.119	2.893	2.836	3.098	2.837	1.958	2.298	2.465	3.193	2.532	2.337	2.599	3.153	2.389	3.162	2.774	3.246	4.449	2.897	2.852	2.7546	1575684.0	2205088.04471
sub-24295/ses-001	2.891	2.369	2.547	1.846	3.342	2.773	2.633	2.736	2.601	2.229	2.754	2.358	2.485	2.676	2.89	2.505	2.538	2.514	2.383	1.549	2.096	2.592	2.671	2.447	2.813	2.124	2.773	2.219	3.061	2.635	2.511	3.709	2.839	3.38	2.5332	1503118.0	2072493.015526
