lh.aparc.thickness	lh_bankssts_thickness	lh_caudalanteriorcingulate_thickness	lh_caudalmiddlefrontal_thickness	lh_cuneus_thickness	lh_entorhinal_thickness	lh_fusiform_thickness	lh_inferiorparietal_thickness	lh_inferiortemporal_thickness	lh_isthmuscingulate_thickness	lh_lateraloccipital_thickness	lh_lateralorbitofrontal_thickness	lh_lingual_thickness	lh_medialorbitofrontal_thickness	lh_middletemporal_thickness	lh_parahippocampal_thickness	lh_paracentral_thickness	lh_parsopercularis_thickness	lh_parsorbitalis_thickness	lh_parstriangularis_thickness	lh_pericalcarine_thickness	lh_postcentral_thickness	lh_posteriorcingulate_thickness	lh_precentral_thickness	lh_precuneus_thickness	lh_rostralanteriorcingulate_thickness	lh_rostralmiddlefrontal_thickness	lh_superiorfrontal_thickness	lh_superiorparietal_thickness	lh_superiortemporal_thickness	lh_supramarginal_thickness	lh_frontalpole_thickness	lh_temporalpole_thickness	lh_transversetemporal_thickness	lh_insula_thickness	lh_MeanThickness_thickness	BrainSegVolNotVent	eTIV
sub-012/ses-T1	3.304	3.071	2.541	2.244	3.66	3.189	3.036	3.268	2.905	2.469	2.997	2.524	3.111	3.557	3.349	2.723	3.116	2.926	2.7	2.098	2.452	3.078	2.904	2.853	3.459	2.342	2.384	2.641	3.488	2.951	2.314	3.858	3.093	3.588	2.84522	1675208.0	2307158.791594
sub-013/ses-T1	2.747	2.712	2.554	2.092	3.009	3.147	2.75	2.998	2.638	2.412	2.993	2.441	2.756	3.068	3.254	2.485	3.021	2.844	2.733	1.806	2.187	2.862	2.613	2.668	3.006	2.29	2.484	2.164	3.351	2.867	2.665	2.979	2.99	3.5	2.68569	1576421.0	1887509.370205
sub-015/ses-T1	2.739	2.448	1.992	1.986	2.971	2.528	2.503	2.476	2.537	2.252	2.62	2.367	2.328	2.819	2.74	2.329	2.587	2.459	2.12	1.906	2.133	2.448	2.273	2.356	2.866	1.972	2.324	2.067	2.419	2.427	2.833	2.783	2.235	3.148	2.36105	1612491.0	2390295.412416
sub-016/ses-T1	2.999	3.031	2.48	2.178	3.341	3.249	2.936	3.161	3.039	2.564	3.098	2.349	2.772	3.587	2.883	2.415	2.905	3.273	2.672	2.105	2.246	3.116	2.773	2.595	3.255	2.392	2.804	2.327	3.286	3.122	3.448	3.629	2.794	3.522	2.81336	1667642.0	2207194.127931
sub-017/ses-T1	3.136	2.955	2.307	2.132	3.85	3.166	2.972	3.286	2.749	2.448	3.189	2.48	2.879	3.384	3.067	2.253	3.064	2.854	2.858	1.998	2.222	3.012	2.663	2.654	3.36	2.466	2.502	2.314	3.401	3.072	3.077	4.185	3.086	3.762	2.79116	1657773.0	1982913.081193
sub-019/ses-T1	3.206	3.53	2.66	2.125	3.928	3.107	2.964	3.16	2.616	2.5	3.013	2.479	2.859	3.669	3.133	2.74	3.03	3.09	2.808	1.969	2.165	3.087	2.764	2.88	3.292	2.553	2.714	2.389	3.339	2.97	2.754	4.291	2.682	3.622	2.83719	1682991.0	2093966.345443
sub-020/ses-T1	3.115	2.912	2.796	2.046	3.446	3.091	2.858	3.216	2.651	2.398	3.044	2.511	2.688	3.327	3.295	2.698	3.04	2.75	2.764	1.734	2.222	2.764	2.807	2.717	3.107	2.483	2.734	2.372	3.237	2.892	2.641	3.522	2.731	3.523	2.784	1794661.0	2391719.227855
sub-021/ses-T1	2.666	2.783	2.283	2.07	3.774	2.9	2.721	2.97	2.59	2.413	2.965	2.365	2.991	3.304	3.418	2.512	2.885	3.013	2.757	1.799	2.178	2.894	2.455	2.641	2.633	2.483	2.523	2.208	3.358	2.798	3.365	3.776	2.783	3.507	2.68205	1706826.0	2266192.09412
sub-023/ses-T1	3.387	3.265	3.148	2.383	2.091	2.984	3.22	3.031	2.999	2.65	2.868	2.716	2.588	3.638	2.748	3.21	3.321	2.886	3.16	2.031	2.685	3.21	3.118	2.995	3.153	2.657	3.142	3.013	3.477	3.247	2.978	2.142	3.13	3.414	3.01521	2304092.0	2032706.552484
sub-024/ses-T1	3.132	2.787	2.169	1.848	2.709	2.686	2.599	2.606	2.389	2.229	2.584	2.156	2.431	3.114	2.86	2.266	2.811	2.636	2.301	1.663	2.023	2.941	2.369	2.387	2.758	2.317	2.407	2.244	2.679	2.626	3.104	3.128	2.049	3.199	2.46155	1688808.0	2233355.025582
sub-025/ses-T1	3.013	2.878	2.204	2.078	3.539	3.064	2.591	3.119	2.629	2.477	2.992	2.286	2.693	3.308	3.173	2.287	2.887	3.186	2.671	1.936	2.213	2.835	2.658	2.625	3.233	2.451	2.483	2.005	3.325	2.449	2.649	3.931	2.666	3.435	2.65223	1777932.0	2323543.697412
sub-029/ses-T1	2.391	3.162	2.381	2.052	3.039	2.587	2.329	2.612	2.883	2.22	2.733	2.495	2.661	2.881	2.592	2.474	2.572	2.564	2.509	2.025	2.167	2.682	2.477	2.496	3.1	2.256	2.797	2.195	2.769	2.326	2.307	2.932	2.491	3.165	2.50912	1940864.0	2251444.094613
sub-030/ses-T1	2.951	2.707	2.639	2.02	3.683	3.147	2.694	3.132	2.887	2.519	2.69	2.223	2.824	3.39	2.91	2.257	2.983	3.19	2.996	1.932	2.228	2.897	2.799	2.667	3.058	2.666	2.805	2.372	3.408	2.852	3.59	4.049	3.223	3.483	2.78794	1707323.0	2199723.932573
sub-031/ses-T1	3.034	3.06	2.485	2.208	3.39	3.07	2.854	3.038	2.708	2.391	3.019	2.396	2.708	3.227	3.44	2.584	2.896	2.911	2.833	2.041	2.503	2.939	2.743	2.746	3.226	2.293	2.665	2.435	3.459	3.125	2.931	3.792	2.955	3.559	2.80146	1652721.0	2096128.740264
sub-034/ses-T1	2.675	2.535	2.415	2.413	2.744	2.963	2.601	2.645	2.805	2.321	2.824	2.512	2.947	3.072	2.75	2.364	2.643	2.701	2.589	2.084	2.309	2.643	2.464	2.563	3.054	2.578	2.584	2.46	3.127	2.678	2.744	2.533	2.559	3.302	2.62868	1587042.0	2348553.504507
sub-035/ses-T1	3.172	3.203	2.264	2.223	3.042	3.024	2.947	3.173	3.078	2.531	2.918	2.509	2.693	3.323	2.867	2.856	3.04	2.963	2.565	2.025	2.228	3.232	2.544	2.838	3.049	2.406	2.524	2.36	3.263	2.912	3.02	2.834	3.098	3.435	2.75118	1656807.0	2179936.68999
sub-036/ses-T1	3.222	3.178	2.542	2.182	3.034	3.086	3.101	3.083	2.677	2.463	3.174	2.534	3.129	3.321	3.144	2.606	3.132	2.752	2.723	1.87	2.345	2.945	2.825	2.862	3.44	2.678	2.897	2.515	3.231	3.103	2.865	3.583	2.773	3.527	2.88045	1851013.0	2106820.894922
sub-038/ses-T1	3.149	2.738	2.52	2.05	3.511	3.12	2.777	3.181	2.816	2.491	2.653	2.256	2.586	3.517	3.328	2.709	2.994	2.917	2.693	1.971	2.343	3.163	2.863	2.717	3.025	2.526	2.734	2.272	3.372	3.003	3.475	3.866	2.706	3.401	2.79275	1688869.0	2139191.468582
sub-039/ses-T1	3.07	2.956	2.464	2.198	3.807	3.479	2.893	3.332	2.984	2.504	3.172	2.609	2.809	3.566	3.338	2.601	2.953	3.171	2.866	2.142	2.416	2.86	2.814	2.678	3.297	2.387	2.684	2.411	3.475	2.892	2.872	4.36	3.35	3.618	2.84142	1626917.0	2018455.555188
sub-040/ses-T1	2.926	2.722	2.337	2.236	3.656	3.012	2.467	3.111	2.615	2.422	2.83	2.323	2.914	3.328	3.184	2.244	2.985	2.906	3.004	1.912	2.104	2.49	2.579	2.435	3.077	2.475	2.576	2.042	3.105	2.799	3.434	3.711	2.96	3.43	2.64737	1495713.0	2023087.57961
sub-041/ses-T1	3.073	2.633	2.418	1.86	3.806	2.908	2.759	3.072	2.865	2.186	3.101	2.209	3.138	3.161	3.215	2.748	3.007	3.234	2.812	2.065	2.181	2.984	2.57	2.68	3.242	2.572	2.536	2.29	3.381	2.842	3.107	3.793	2.969	3.638	2.71733	1690752.0	2268592.447901
sub-043/ses-T1	2.799	2.722	2.67	1.923	2.979	2.783	2.533	2.822	2.725	2.067	2.804	2.179	2.748	3.07	2.851	2.598	2.79	2.442	2.682	1.975	2.19	2.652	2.631	2.509	3.091	2.414	2.675	2.01	2.914	2.635	2.904	2.771	2.613	3.15	2.55839	1610151.0	2135561.374278
sub-044/ses-T1	3.009	3.226	2.712	2.125	3.328	2.981	2.748	3.104	2.509	2.457	3.045	2.391	2.873	3.373	3.336	2.91	3.149	3.115	2.966	1.917	2.296	3.044	2.809	2.647	3.297	2.491	2.733	2.311	3.204	2.929	2.621	3.439	3.09	3.402	2.77541	1774479.0	2335570.934901
sub-045/ses-T1	3.108	3.2	2.382	2.28	3.634	3.353	2.897	3.485	2.737	2.591	3.318	2.573	2.921	3.594	3.307	2.481	2.967	3.337	3.011	1.841	2.181	2.918	2.567	2.659	3.391	2.622	2.621	2.303	3.381	3.048	2.816	4.325	2.979	3.672	2.84308	1588068.0	1831302.55785
sub-047/ses-T1	3.069	3.339	2.445	1.993	3.522	3.271	2.881	3.223	2.713	2.516	2.978	2.301	2.813	3.404	2.832	2.474	2.811	2.947	2.973	1.848	2.331	2.789	2.563	2.763	3.409	2.653	2.75	2.45	3.421	2.965	3.576	4.155	2.914	3.416	2.81092	1654562.0	2123205.90464
sub-048/ses-T1	3.086	3.135	2.931	2.324	4.111	3.383	3.08	3.356	2.942	2.738	3.225	2.631	3.111	3.684	3.174	2.835	3.214	3.117	2.848	1.973	2.479	2.936	2.892	2.977	3.592	2.74	3.065	2.605	3.305	3.341	3.686	3.673	3.057	3.688	3.01818	1843003.0	2429607.37576
sub-049/ses-T1	3.051	3.118	2.588	2.156	3.141	3.084	2.933	3.165	2.905	2.55	2.886	2.5	3.006	3.456	3.416	2.441	2.961	2.925	2.769	1.866	2.303	2.851	2.71	2.885	2.847	2.536	2.691	2.398	3.258	2.942	2.945	2.904	2.959	3.352	2.79899	1845283.0	2310546.58674
sub-052/ses-T1	2.785	3.037	2.892	2.232	3.246	2.929	2.537	2.997	2.741	2.337	2.929	2.402	2.731	3.269	2.964	2.896	2.994	2.824	2.666	1.946	2.264	2.887	2.913	2.621	3.197	2.427	2.771	2.318	3.012	2.612	3.23	3.737	2.807	3.244	2.7093	1604739.0	2338142.839711
sub-054/ses-T1	3.094	2.835	2.418	2.252	3.469	3.086	2.664	3.156	2.777	2.419	2.91	2.456	2.807	3.428	3.275	2.114	2.969	3.093	2.719	1.885	2.257	2.838	2.646	2.688	3.325	2.561	2.533	2.215	3.502	2.819	3.085	3.838	3.146	3.612	2.74383	1598621.0	2243693.923803
sub-055/ses-T1	3.322	3.251	2.68	2.27	3.349	3.187	2.912	3.174	2.923	2.503	3.005	2.454	2.785	3.599	3.166	3.013	3.427	3.118	3.107	1.939	2.217	3.24	2.726	3.028	3.284	2.687	2.886	2.4	3.159	3.011	2.697	3.911	2.683	3.599	2.8639	1661257.0	2170997.417816
sub-056/ses-T1	3.42	3.417	2.74	1.986	3.321	3.22	2.875	3.257	2.996	2.689	3.169	2.415	2.89	3.491	3.146	2.654	3.004	3.111	2.988	1.85	2.477	3.1	2.68	2.897	3.073	2.653	2.906	2.493	3.465	2.945	3.412	3.48	3.273	3.388	2.90194	1707261.0	2238150.080593
sub-057/ses-T1	3.311	3.388	2.471	2.758	4.116	3.528	3.214	3.399	2.976	2.746	3.227	2.726	2.861	3.474	3.249	2.776	3.391	3.06	2.974	2.476	2.41	3.329	2.776	3.076	2.952	2.526	2.911	2.597	3.443	3.046	3.795	3.729	3.456	3.778	3.00907	1979615.0	2573969.616423
sub-059/ses-T1	2.899	3.215	2.495	2.2	4.063	3.104	2.823	3.067	2.923	2.471	3.01	2.486	2.906	3.216	3.278	2.382	3.124	3.137	2.752	1.862	2.133	2.922	2.681	2.756	3.373	2.577	2.694	2.313	3.296	2.746	3.062	3.621	2.757	3.407	2.75571	1632480.0	2169430.731469
sub-060/ses-T1	3.13	3.478	2.806	2.098	3.337	3.125	2.899	3.134	2.94	2.443	2.967	2.312	3.034	3.263	2.95	2.777	3.062	2.812	2.957	1.782	2.318	3.194	2.876	2.93	3.542	2.721	2.86	2.44	3.306	3.052	3.524	3.836	2.18	3.286	2.85607	1862664.0	2348801.100912
sub-061/ses-T1	3.287	2.947	2.67	2.109	2.972	3.125	3.027	3.176	2.767	2.619	3.094	2.318	2.93	3.39	3.276	2.66	3.142	3.152	2.97	1.959	2.168	3.01	2.651	2.785	3.058	2.758	2.704	2.333	3.283	2.936	3.195	3.578	2.958	3.621	2.82003	1831693.0	2371289.596892
sub-062/ses-T1	3.104	2.896	2.643	2.083	3.394	2.846	2.797	2.767	2.96	2.311	2.821	2.262	2.907	3.179	2.534	2.924	2.877	2.974	2.846	1.953	2.101	3.173	2.952	2.711	3.14	2.58	2.92	2.337	3.102	2.657	2.474	2.333	2.383	3.252	2.7233	1737756.0	1991666.996413
sub-063/ses-T1	2.956	2.83	2.179	1.977	3.203	2.991	2.65	3.033	2.747	2.42	3.188	2.372	2.73	3.327	3.301	2.547	2.737	2.984	2.802	1.926	2.147	2.833	2.574	2.516	3.143	2.534	2.923	2.147	3.1	2.646	3.106	3.793	2.296	3.45	2.70076	1889193.0	2416811.240927
sub-064/ses-T1	2.988	3.255	2.7	2.507	3.628	3.343	2.919	3.358	2.657	2.459	3.269	2.645	3.051	3.513	2.896	2.703	3.014	3.568	2.836	2.101	2.192	3.101	2.65	2.748	3.504	2.888	2.881	2.491	3.592	3.101	3.416	3.982	3.233	3.622	2.91045	1836606.0	2333328.132707
sub-066/ses-T1	3.157	3.536	2.778	2.108	3.361	3.08	2.941	3.273	2.988	2.351	3.095	2.472	3.042	3.537	3.016	2.826	3.137	3.144	2.874	1.846	2.39	3.219	2.906	2.843	3.402	2.738	2.946	2.581	3.415	3.222	3.341	3.959	2.489	3.702	2.89847	1506488.0	2056406.516749
sub-067/ses-T1	2.966	2.918	2.631	2.052	3.446	2.968	2.78	3.063	2.739	2.282	2.917	2.242	2.722	3.222	3.396	2.888	3.24	3.242	2.906	1.842	2.087	3.116	2.646	2.748	3.163	2.454	2.971	2.32	3.122	2.834	2.965	4.118	2.87	3.492	2.73271	1494809.0	1987175.037808
sub-070/ses-T1	2.821	2.865	2.76	1.92	3.576	2.935	2.652	2.947	2.599	2.098	2.793	2.195	2.955	3.148	2.844	2.676	2.965	3.036	2.651	1.819	2.344	2.739	2.845	2.713	2.64	2.338	2.932	2.234	3.186	2.891	2.81	3.22	2.79	3.223	2.67639	1464386.0	2036274.190044
sub-071/ses-T1	2.95	2.784	2.277	1.94	2.997	2.987	2.513	2.977	2.771	2.357	2.97	2.127	2.716	3.22	3.099	2.228	2.61	2.985	2.682	1.708	2.167	2.851	2.429	2.613	3.575	2.485	2.517	2.16	3.284	2.653	3.327	3.32	2.694	3.212	2.61425	1605147.0	2020102.828656
sub-073/ses-T1	3.164	3.662	3.078	2.444	4.243	3.611	3.226	3.59	3.266	2.777	3.607	2.653	3.265	3.695	3.304	2.607	3.396	3.759	3.376	2.214	2.37	3.142	3.014	2.933	3.712	2.863	3.035	2.545	3.526	3.437	3.667	4.466	3.43	3.949	3.10001	1783763.0	2404568.027571
sub-075/ses-T1	3.164	3.007	2.573	2.13	3.543	3.375	2.73	3.19	2.871	2.419	2.85	2.43	2.738	3.369	3.335	2.634	3.028	3.077	2.589	2.031	2.325	2.927	2.642	2.609	2.995	2.401	2.69	2.222	3.413	2.887	3.106	4.037	2.818	3.218	2.75645	1609362.0	2121067.008583
sub-078/ses-T1	3.407	3.151	2.426	2.301	3.779	3.307	2.946	3.646	2.788	2.512	3.183	2.605	2.709	3.696	3.598	2.649	3.265	3.075	2.626	2.298	2.63	2.842	2.908	2.785	2.785	2.588	2.764	2.42	3.73	3.195	2.983	4.077	2.864	3.575	2.92944	1565885.0	1991936.346429
sub-080/ses-T1	3.154	3.189	2.296	2.328	3.513	3.106	2.949	3.317	2.853	2.619	3.059	2.606	2.734	3.765	3.428	2.416	3.065	2.757	3.005	2.019	2.771	2.963	2.413	3.031	3.34	2.366	2.693	2.392	3.202	2.828	2.88	4.419	2.643	3.442	2.84059	1656853.0	2171096.059838
