rh.aparc.thickness	rh_bankssts_thickness	rh_caudalanteriorcingulate_thickness	rh_caudalmiddlefrontal_thickness	rh_cuneus_thickness	rh_entorhinal_thickness	rh_fusiform_thickness	rh_inferiorparietal_thickness	rh_inferiortemporal_thickness	rh_isthmuscingulate_thickness	rh_lateraloccipital_thickness	rh_lateralorbitofrontal_thickness	rh_lingual_thickness	rh_medialorbitofrontal_thickness	rh_middletemporal_thickness	rh_parahippocampal_thickness	rh_paracentral_thickness	rh_parsopercularis_thickness	rh_parsorbitalis_thickness	rh_parstriangularis_thickness	rh_pericalcarine_thickness	rh_postcentral_thickness	rh_posteriorcingulate_thickness	rh_precentral_thickness	rh_precuneus_thickness	rh_rostralanteriorcingulate_thickness	rh_rostralmiddlefrontal_thickness	rh_superiorfrontal_thickness	rh_superiorparietal_thickness	rh_superiortemporal_thickness	rh_supramarginal_thickness	rh_frontalpole_thickness	rh_temporalpole_thickness	rh_transversetemporal_thickness	rh_insula_thickness	rh_MeanThickness_thickness	BrainSegVolNotVent	eTIV
sub-22/ses-T1	3.497	2.569	2.45	2.459	3.686	3.281	2.951	3.38	2.873	2.766	3.041	2.59	2.493	3.678	3.25	2.72	2.924	3.279	3.125	1.946	2.394	2.859	2.693	2.894	2.788	2.118	2.596	2.362	3.516	3.134	2.705	4.053	2.799	3.498	2.85104	1782114.0	2195680.47697
sub-23/ses-T1	3.456	3.437	2.422	2.27	3.443	3.165	2.805	3.404	2.827	2.579	2.918	2.505	2.796	3.54	3.079	2.907	2.984	2.998	2.886	1.945	2.454	3.1	2.845	3.004	3.591	2.434	2.638	2.375	3.468	3.112	2.973	4.012	2.811	3.44	2.85731	1647678.0	2131613.072164
sub-24/ses-T1	3.1	3.072	2.466	2.308	3.938	3.192	2.846	3.281	3.094	2.689	2.968	2.523	2.76	3.643	3.275	2.715	3.24	2.716	2.54	1.884	2.427	3.034	2.83	2.932	3.425	2.182	2.615	2.423	3.582	3.2	2.738	4.4	3.275	3.492	2.84752	1760602.0	2286596.576737
sub-25/ses-T1	2.907	2.524	2.229	2.169	3.318	3.04	2.72	2.975	2.652	2.458	3.041	2.343	2.739	3.166	2.948	2.391	2.989	2.505	2.552	2.031	2.564	2.935	2.189	2.81	2.98	2.455	2.583	2.545	3.185	2.878	3.307	3.322	2.865	3.44	2.70914	1746761.0	2480965.857577
sub-26/ses-T1	3.344	2.867	2.331	2.053	4.004	3.266	2.956	3.373	2.57	2.386	3.033	2.492	2.86	3.578	3.063	2.606	3.325	3.157	2.73	1.803	2.858	3.001	2.434	2.931	3.189	2.315	2.399	2.375	3.415	3.131	2.58	4.215	3.006	3.475	2.80279	1787171.0	2326089.333016
sub-27/ses-T1	3.191	2.899	2.209	2.346	4.101	3.293	3.083	3.447	3.05	2.766	3.084	2.672	2.876	3.508	3.488	2.939	3.18	3.117	2.82	2.315	2.358	3.079	2.547	3.083	3.358	2.281	2.505	2.505	3.593	3.154	3.171	3.908	3.089	3.625	2.90428	1860053.0	2425375.142071
sub-28/ses-T1	3.374	2.816	2.199	2.202	3.845	3.282	3.016	3.314	2.817	2.571	3.206	2.598	3.056	3.508	3.011	2.851	3.043	3.004	2.81	2.04	2.315	2.84	2.682	2.835	3.445	2.507	2.555	2.523	3.466	3.257	3.178	4.514	3.254	3.631	2.86762	1711906.0	2160624.088247
sub-29/ses-T1	3.266	2.717	2.625	2.31	3.737	3.21	3.049	3.247	2.908	2.801	3.059	2.739	3.153	3.416	3.382	2.748	3.42	2.834	2.943	2.123	2.427	3.077	2.852	3.074	3.411	2.745	2.898	2.473	3.592	3.074	4.23	3.863	3.328	3.626	2.97709	1815812.0	2326554.280822
sub-30/ses-T1	3.488	2.757	2.187	2.416	3.19	3.415	2.794	3.213	2.791	2.593	2.99	2.437	2.781	3.447	2.848	2.631	2.641	2.752	2.85	1.798	2.196	3.05	2.495	2.914	3.244	2.296	2.486	2.125	3.298	2.746	3.528	4.065	3.254	3.438	2.73911	1792557.0	2306522.823978
sub-31/ses-T1	2.843	2.919	2.383	1.917	3.811	3.047	2.573	2.945	2.594	2.572	3.087	2.498	2.964	3.239	3.176	2.68	3.023	2.774	2.747	1.798	2.183	2.876	2.546	2.755	3.366	2.539	2.593	2.098	3.259	3.036	2.615	3.306	2.933	3.356	2.70365	1778990.0	2066364.917558
sub-32/ses-T1	3.177	2.788	2.408	2.172	3.399	3.11	2.85	2.983	2.885	2.579	3.06	2.365	2.904	3.336	3.137	2.663	2.777	3.006	2.646	1.891	2.303	3.02	2.656	2.898	3.412	2.55	2.624	2.298	3.187	3.113	3.109	3.069	2.685	3.196	2.75358	1771613.0	2184110.433717
sub-33/ses-T1	3.044	3.398	2.332	2.116	3.772	3.0	2.725	2.833	2.85	2.425	2.946	2.462	2.93	3.249	2.993	2.555	2.842	2.572	2.449	1.751	2.295	2.909	2.468	2.705	3.363	2.218	2.65	2.164	3.406	2.992	2.829	3.6	2.914	3.503	2.69582	1762632.0	2481188.666634
sub-34/ses-T1	3.466	3.053	2.748	2.242	3.596	3.304	3.174	3.458	3.199	2.712	3.364	2.746	3.168	3.561	3.577	3.097	3.257	3.375	3.13	2.243	2.298	3.424	2.749	2.773	3.44	2.74	2.921	2.447	3.532	3.268	3.664	3.946	3.441	3.58	3.01004	1806940.0	2309236.186793
sub-35/ses-T1	3.794	3.064	3.099	2.742	3.027	3.385	3.17	3.416	3.105	2.896	3.306	2.481	3.201	3.716	3.061	3.116	3.313	3.377	2.863	2.147	2.414	3.203	2.867	3.129	3.546	2.8	2.951	2.655	3.709	3.178	3.742	4.178	3.265	3.563	3.0869	1845399.0	2426222.606124
sub-36/ses-T1	3.136	3.011	2.751	2.314	3.601	3.164	2.869	3.308	3.01	2.687	3.372	2.315	2.973	3.432	3.172	3.2	3.26	3.257	2.98	2.008	2.44	3.056	3.092	3.015	3.047	2.719	2.867	2.628	3.579	3.06	3.81	4.127	3.04	3.32	2.95052	1810067.0	2358682.751638
sub-37/ses-T1	3.219	3.307	2.433	2.236	3.687	3.13	2.888	3.237	2.826	2.689	3.075	2.436	2.985	3.532	3.166	2.697	3.216	2.864	2.492	2.016	2.277	2.965	2.603	2.809	3.512	2.592	2.595	2.303	3.377	2.978	3.212	3.407	3.374	3.675	2.82533	1792777.0	2366712.473762
sub-38/ses-T1	3.146	3.116	2.675	2.374	3.637	3.239	2.71	3.221	2.866	2.674	3.059	2.649	2.905	3.437	3.21	2.606	3.128	3.2	2.726	2.284	2.357	2.903	2.671	2.815	3.195	2.401	2.579	2.275	3.326	2.866	3.167	4.338	2.747	3.497	2.81961	1704288.0	2294099.693091
sub-39/ses-T1	3.557	3.262	2.42	2.09	3.984	2.998	2.765	3.028	2.8	2.4	2.997	2.354	2.854	3.538	2.837	2.507	3.03	2.551	2.645	1.73	2.083	3.122	2.529	2.866	3.27	2.417	2.601	2.387	3.153	2.906	2.796	3.835	2.941	3.696	2.74321	1622623.0	2131367.72616
sub-40/ses-T1	3.162	2.518	2.412	2.074	3.113	2.96	2.717	2.738	2.974	2.39	2.935	2.222	2.586	3.295	2.718	2.641	2.8	2.428	2.291	1.757	2.14	2.75	2.322	2.742	2.968	2.295	2.574	2.149	3.142	2.702	3.143	3.021	2.274	3.06	2.59381	1727630.0	2346736.526834
sub-41/ses-T1	3.312	2.985	2.471	2.398	4.184	3.173	2.761	3.308	2.904	2.805	3.1	2.673	2.808	3.552	3.443	2.771	3.436	2.861	2.807	2.115	2.4	2.988	2.636	2.892	3.146	2.246	2.579	2.243	3.525	2.956	2.922	4.234	3.009	3.65	2.83548	1783178.0	2341854.852733
sub-42/ses-T1	3.209	2.935	1.965	2.135	4.042	3.25	3.087	3.265	3.109	2.593	3.131	2.411	2.694	3.654	3.707	2.548	3.17	3.035	2.897	1.975	2.139	3.043	2.36	2.898	3.375	2.367	2.548	2.248	3.436	2.802	3.23	4.248	2.885	3.443	2.81207	1798220.0	2372218.303872
sub-43/ses-T1	3.249	2.49	2.076	2.405	3.133	3.298	2.885	3.145	3.067	2.726	3.294	2.563	3.167	3.599	2.996	2.496	3.23	3.205	2.791	2.142	2.578	3.005	2.398	3.008	3.308	2.291	2.368	2.467	3.586	3.144	3.299	3.534	3.496	3.495	2.85656	1720898.0	2311326.970018
sub-44/ses-T1	3.025	2.842	2.112	1.845	4.172	2.932	2.682	2.839	2.698	2.435	3.117	2.168	2.959	3.253	2.969	2.715	2.76	3.058	2.498	1.847	2.179	3.079	2.572	2.585	3.185	2.354	2.746	2.123	3.329	2.84	3.049	3.507	2.414	3.226	2.6609	1757275.0	2260808.574974
sub-45/ses-T1	2.825	2.743	2.63	2.189	3.346	3.273	2.776	3.205	2.917	2.541	3.053	2.301	2.847	3.283	2.734	2.476	2.81	2.949	2.612	1.829	2.285	2.872	2.529	2.668	3.111	2.439	2.58	2.258	3.311	2.85	2.87	3.8	2.798	3.391	2.72955	1476061.0	2039216.617018
sub-46/ses-T1	3.272	3.001	2.615	2.53	2.77	3.019	2.876	3.303	2.832	2.564	2.958	2.574	2.868	3.283	3.164	2.971	2.996	2.936	2.417	2.178	2.473	3.083	2.569	2.894	3.145	2.267	2.818	2.337	3.506	3.032	3.222	3.953	3.266	3.597	2.84158	1813038.0	2326648.683948
sub-47/ses-T1	3.211	2.85	2.353	2.147	4.305	3.115	2.895	3.394	2.751	2.623	3.062	2.511	2.926	3.563	3.303	2.755	3.491	3.421	3.009	1.896	2.1	3.095	2.81	3.031	3.319	2.674	2.707	2.423	3.545	2.899	3.66	4.422	3.309	3.602	2.89227	1636796.0	2158884.65159
sub-48/ses-T1	3.421	2.973	2.531	2.419	3.338	3.14	2.938	3.172	2.769	2.687	2.943	2.505	2.707	3.389	3.234	2.507	3.077	3.262	2.747	2.07	2.353	2.897	2.833	2.79	3.528	2.185	2.376	2.356	3.305	3.052	3.081	3.64	2.224	3.558	2.78913	1756750.0	2300715.895207
sub-49/ses-T1	3.478	2.79	2.232	2.447	3.358	3.204	3.025	3.217	3.28	2.4	2.783	2.676	2.691	3.545	2.9	2.619	2.942	2.977	2.797	1.96	2.36	3.128	2.716	3.019	2.805	2.465	2.857	2.478	3.429	3.071	3.267	3.144	3.452	3.396	2.83858	1701042.0	2388574.406846
sub-50/ses-T1	3.591	2.923	2.246	2.63	4.073	3.353	3.074	3.563	3.242	2.842	3.254	2.846	2.979	3.746	3.332	2.503	3.093	3.081	3.023	2.253	2.398	3.026	2.585	2.996	3.788	2.466	2.522	2.411	3.654	3.226	3.425	4.344	3.05	3.487	2.95263	1866671.0	2338224.970566
sub-51/ses-T1	3.135	2.872	2.437	2.157	3.711	3.263	2.904	3.228	3.022	2.537	3.016	2.529	2.956	3.482	3.102	2.521	3.151	3.351	2.785	2.052	2.289	3.104	2.625	2.839	3.293	2.467	2.723	2.582	3.449	3.153	3.484	3.452	2.916	3.527	2.86675	1808652.0	2478571.352414
sub-52/ses-T1	3.181	2.719	2.664	2.509	3.486	3.279	3.085	3.303	3.006	2.793	3.121	2.541	2.853	3.592	3.301	2.678	3.162	3.317	2.924	1.99	2.327	2.882	2.864	2.998	3.158	2.547	2.962	2.502	3.519	3.003	3.339	3.821	3.558	3.976	2.96409	1745574.0	2297646.096796
sub-53/ses-T1	2.895	2.864	2.403	1.969	3.616	2.928	2.737	3.352	2.898	2.433	2.987	2.052	2.888	3.381	3.05	2.719	2.784	2.835	2.703	1.862	2.403	2.774	2.685	2.706	3.138	2.375	2.511	2.272	3.349	3.01	2.713	3.738	2.472	3.398	2.72699	1658910.0	2133893.80625
sub-54/ses-T1	3.124	2.84	2.421	2.225	3.403	3.287	2.903	3.285	2.826	2.528	3.21	2.522	2.79	3.609	3.104	2.795	3.069	3.327	2.659	1.953	2.158	3.023	2.494	2.905	3.275	2.273	2.546	2.444	3.384	2.694	3.176	4.424	2.906	3.457	2.79716	1671438.0	2179835.35303
sub-55/ses-T1	3.298	3.099	2.152	2.515	3.097	2.996	2.949	2.949	2.823	2.529	2.585	2.646	2.915	3.389	3.144	2.708	2.706	2.759	2.627	2.042	2.208	3.107	2.619	2.957	3.448	2.475	2.523	2.435	2.977	2.915	2.86	3.409	3.039	3.316	2.74029	1733218.0	2274276.607801
sub-56/ses-T1	2.917	3.057	2.119	2.381	3.595	2.888	2.723	2.911	2.749	2.648	3.006	2.465	2.591	3.395	3.089	2.508	2.941	2.766	2.463	2.199	2.21	2.97	2.456	2.745	2.915	2.25	2.372	2.296	3.399	2.745	2.885	3.285	3.243	3.394	2.6938	1503116.0	2180807.820271
sub-57/ses-T1	3.468	3.079	2.5	2.445	3.511	3.231	2.887	3.267	2.871	2.614	2.874	2.502	2.973	3.483	3.331	2.47	2.975	2.897	2.535	2.226	2.23	3.245	2.653	2.824	3.473	2.401	2.765	2.35	3.419	3.347	3.225	3.616	2.861	3.718	2.85419	1744194.0	2360359.743561
sub-58/ses-T1	3.263	3.155	2.291	2.225	3.455	3.058	2.685	3.117	2.816	2.516	3.094	2.316	2.979	3.394	2.926	2.824	2.927	2.986	2.674	1.753	2.242	2.897	2.355	2.702	3.158	2.339	2.459	2.25	3.356	2.838	3.029	4.087	3.186	3.4	2.71347	1825897.0	2312260.821663
sub-59/ses-T1	3.02	2.895	2.063	2.115	2.231	2.879	2.468	2.954	2.813	2.422	2.718	2.263	2.746	3.155	2.302	2.572	2.597	2.627	2.509	1.95	2.183	2.807	2.18	2.736	3.199	2.389	2.686	2.255	3.041	2.626	2.892	3.452	2.861	3.209	2.60575	1808735.0	2391582.544974
sub-60/ses-T1	3.512	3.11	2.463	2.645	3.987	3.475	3.02	3.604	3.001	2.815	3.184	2.703	2.707	3.705	3.454	2.703	3.182	3.389	2.934	2.386	2.337	3.128	2.743	3.087	3.348	2.408	2.829	2.408	3.791	3.092	3.528	4.047	3.512	3.613	2.99953	1943119.0	2508614.120391
sub-61/ses-T1	3.131	2.778	2.42	2.031	4.014	3.19	2.583	3.093	3.133	2.398	2.961	2.402	2.916	3.528	3.192	2.487	2.946	3.168	2.945	1.91	1.968	2.919	2.539	2.709	3.33	2.414	2.613	2.035	3.368	2.982	3.078	3.654	2.492	3.399	2.71589	1722670.0	2311353.286093
sub-62/ses-T1	2.929	2.754	2.489	2.022	2.86	2.778	2.769	2.951	2.796	2.498	2.817	2.228	2.83	3.287	2.96	2.7	2.985	2.782	2.668	1.668	2.26	3.149	2.656	2.739	3.038	2.572	2.582	2.34	3.114	2.777	2.926	3.561	2.297	3.386	2.69056	1815964.0	2355229.656717
sub-63/ses-T1	3.199	3.082	2.174	2.536	4.185	3.466	2.832	3.4	2.971	2.666	3.254	2.736	3.245	3.689	3.039	2.979	2.746	3.223	2.508	1.963	2.303	3.12	2.535	3.211	3.355	2.377	2.723	2.242	3.586	3.186	3.562	3.915	2.827	3.641	2.88374	1832402.0	2365508.632264
sub-64/ses-T1	3.462	2.85	2.337	2.325	3.424	3.134	2.789	3.247	2.975	2.648	3.03	2.628	2.843	3.455	3.485	2.706	2.993	2.765	2.708	2.239	2.427	2.989	2.617	2.77	3.2	2.339	2.622	2.17	3.354	3.069	3.17	3.042	3.224	3.328	2.79602	1984646.0	2475876.840255
sub-65/ses-T1	3.346	3.143	2.631	2.139	3.126	3.058	2.743	3.096	2.659	2.467	3.019	2.42	2.894	3.426	3.338	2.61	2.889	2.818	2.535	1.888	2.553	3.25	2.284	2.889	3.232	2.492	2.678	2.365	3.236	3.047	3.054	3.564	2.922	3.558	2.77178	1658845.0	2328969.930482
sub-66/ses-T1	3.426	3.042	2.731	2.021	3.738	3.07	2.924	3.157	3.144	2.524	3.149	2.387	2.697	3.439	3.032	2.724	2.959	3.099	2.807	2.119	2.386	2.913	2.778	2.723	3.131	2.497	2.729	2.362	3.485	3.13	3.053	3.792	3.312	3.525	2.84626	1907036.0	2446528.096542
sub-67/ses-T1	3.004	2.824	2.373	2.101	2.733	2.948	2.672	3.018	2.781	2.507	2.9	2.403	3.047	3.292	2.807	2.631	3.127	2.891	2.8	2.063	2.214	3.07	2.534	2.545	3.183	2.758	2.624	2.11	3.212	2.821	3.575	3.716	2.667	3.603	2.72243	1745013.0	2291391.401739
sub-68/ses-T1	2.896	2.866	2.555	1.971	2.99	2.783	2.661	2.977	2.519	2.379	2.569	2.295	2.677	3.239	2.965	2.673	2.827	2.744	2.508	1.731	2.316	2.893	2.623	2.736	2.788	2.208	2.55	2.251	3.215	2.929	3.03	3.886	2.605	3.184	2.62963	1537254.0	2014108.780729
sub-69/ses-T1	3.254	3.055	2.606	2.183	3.217	3.198	3.118	3.032	3.104	2.758	3.048	2.409	2.895	3.581	3.102	2.962	3.099	3.283	2.844	2.075	2.202	3.065	2.613	2.906	3.087	2.567	2.673	2.322	3.293	3.126	2.784	4.669	3.148	3.64	2.85637	1648979.0	2170699.238842
sub-70/ses-T1	3.013	2.766	2.43	1.972	2.588	2.721	2.769	2.717	2.894	2.483	2.821	2.324	2.998	3.167	2.706	2.483	2.998	2.956	2.636	1.9	2.189	3.078	2.455	2.605	3.45	2.444	2.774	2.288	3.075	2.719	3.329	3.609	2.754	3.554	2.67743	1713320.0	2374611.057493
sub-71/ses-T1	3.17	2.81	2.818	2.01	3.809	3.28	3.225	3.463	3.058	2.836	3.209	2.439	2.986	3.576	3.295	2.711	3.314	3.256	3.262	1.864	2.242	2.914	2.872	3.073	3.428	2.709	2.844	2.43	3.407	3.107	3.55	4.065	2.735	3.89	2.97889	1649729.0	2041156.066538
sub-72/ses-T1	3.275	2.888	2.547	2.257	3.822	3.305	2.903	3.552	2.883	2.505	3.163	2.321	2.892	3.836	3.1	2.753	3.399	3.376	3.122	1.859	2.703	2.964	2.446	3.035	3.341	2.805	2.681	2.388	3.794	3.14	3.526	4.434	3.381	3.413	2.93273	1852824.0	2403312.83006
sub-73/ses-T1	3.228	2.673	2.41	2.36	3.674	3.193	2.962	3.165	2.964	2.492	2.918	2.447	2.571	3.433	2.85	2.876	2.935	2.985	2.813	2.148	2.252	2.986	2.737	2.829	2.712	2.335	2.772	2.559	3.372	3.035	3.324	3.999	3.354	3.611	2.81443	1736174.0	2326922.827673
sub-74/ses-T1	3.107	3.15	2.686	2.295	3.831	3.044	3.006	2.942	3.009	2.504	3.098	2.493	3.039	3.318	2.896	2.9	2.94	2.951	2.543	1.926	2.587	3.066	2.809	3.101	3.4	2.651	2.817	2.564	3.39	3.158	3.294	3.998	3.211	3.388	2.87548	1841551.0	2343208.760239
sub-75/ses-T1	3.064	2.776	2.139	2.183	4.151	3.02	2.555	2.935	2.737	2.588	2.796	2.534	3.072	3.219	3.01	2.462	2.816	2.503	2.437	1.897	2.155	2.802	2.478	2.841	3.317	2.432	2.308	2.331	3.112	2.972	3.223	3.574	3.305	3.373	2.67407	1789702.0	2178010.284965
sub-76/ses-T1	3.311	3.43	2.127	2.358	2.529	2.671	2.526	2.681	2.845	2.36	2.701	2.264	2.984	2.903	2.502	2.273	2.648	2.897	2.542	2.037	2.132	3.111	2.393	2.609	3.561	2.453	2.835	2.041	2.979	2.546	3.893	3.202	2.615	3.511	2.59616	1583251.0	2284371.919445
sub-77/ses-T1	3.204	3.0	2.224	1.814	3.308	2.954	2.713	3.125	2.901	2.38	2.943	2.156	2.798	3.274	2.616	2.45	2.801	3.183	3.012	1.694	2.333	2.885	2.256	2.418	3.038	2.472	2.481	2.232	3.101	2.865	2.968	3.718	2.5	3.178	2.64394	1703375.0	2164269.448394
sub-78/ses-T1	3.141	2.894	2.674	2.199	3.42	2.93	2.885	2.946	2.901	2.551	2.902	2.414	2.904	3.32	2.6	2.516	3.158	3.026	2.692	1.892	2.171	2.802	2.737	2.754	3.448	2.686	2.949	2.195	3.408	2.861	2.864	3.732	2.966	3.467	2.79596	1648275.0	2131364.946359
