lh.aparc.thickness	lh_bankssts_thickness	lh_caudalanteriorcingulate_thickness	lh_caudalmiddlefrontal_thickness	lh_cuneus_thickness	lh_entorhinal_thickness	lh_fusiform_thickness	lh_inferiorparietal_thickness	lh_inferiortemporal_thickness	lh_isthmuscingulate_thickness	lh_lateraloccipital_thickness	lh_lateralorbitofrontal_thickness	lh_lingual_thickness	lh_medialorbitofrontal_thickness	lh_middletemporal_thickness	lh_parahippocampal_thickness	lh_paracentral_thickness	lh_parsopercularis_thickness	lh_parsorbitalis_thickness	lh_parstriangularis_thickness	lh_pericalcarine_thickness	lh_postcentral_thickness	lh_posteriorcingulate_thickness	lh_precentral_thickness	lh_precuneus_thickness	lh_rostralanteriorcingulate_thickness	lh_rostralmiddlefrontal_thickness	lh_superiorfrontal_thickness	lh_superiorparietal_thickness	lh_superiortemporal_thickness	lh_supramarginal_thickness	lh_frontalpole_thickness	lh_temporalpole_thickness	lh_transversetemporal_thickness	lh_insula_thickness	lh_MeanThickness_thickness	BrainSegVolNotVent	eTIV
sub-215/ses-001	3.058	3.252	2.735	2.071	3.604	3.217	2.848	3.195	2.891	2.536	2.976	2.457	2.828	3.323	3.78	3.077	3.158	3.039	2.787	1.791	2.36	2.911	2.845	2.857	3.339	2.614	3.029	2.436	3.398	3.096	3.115	3.913	3.358	3.565	2.87404	1689210.0	2126416.19288
sub-216/ses-001	2.562	3.255	2.578	1.89	3.308	2.924	2.574	2.903	2.601	2.161	2.742	1.959	2.598	3.067	3.254	2.66	2.802	3.046	2.463	1.573	2.127	2.845	2.74	2.606	3.126	2.454	2.979	2.258	3.137	2.683	2.513	3.784	3.398	3.171	2.63476	1687092.0	2149609.606567
sub-219/ses-001	2.487	2.695	2.747	1.86	3.296	2.942	2.597	2.937	2.609	2.338	2.701	2.218	2.529	3.24	2.988	2.565	3.051	2.863	2.683	1.482	2.134	2.77	2.866	2.696	3.116	2.487	3.159	2.313	3.233	2.636	2.904	4.103	2.755	3.375	2.69755	1750221.0	2247839.793637
sub-220/ses-001	3.381	3.252	2.81	2.402	4.019	3.423	2.876	3.379	2.918	2.577	2.895	2.555	2.819	3.499	3.395	3.003	3.114	3.453	3.092	1.773	2.461	3.011	3.075	3.05	3.367	2.579	3.075	2.462	3.522	3.103	3.555	3.509	3.195	3.746	2.96644	2010811.0	2363588.928269
sub-221/ses-001	3.386	3.39	2.803	2.401	3.638	3.101	2.89	3.14	2.992	2.574	3.0	2.599	2.53	3.389	3.599	3.008	3.105	2.766	2.883	1.807	2.482	2.832	3.09	2.928	3.163	2.498	3.219	2.648	3.301	2.939	2.708	3.231	2.771	3.616	2.91021	1943972.0	2253326.159071
sub-223/ses-001	2.85	2.636	2.732	1.834	3.474	3.016	2.557	2.888	2.694	2.415	2.605	2.172	2.631	3.244	3.034	2.727	3.029	2.918	2.603	1.723	2.144	2.988	2.925	2.542	2.973	2.31	2.889	2.452	3.137	2.605	3.127	3.999	2.696	3.126	2.6819	1651885.0	2081638.201249
sub-224/ses-001	3.114	2.998	2.838	2.136	3.614	3.197	2.938	3.154	3.05	2.623	3.089	2.253	2.948	3.567	3.148	3.004	3.113	3.032	2.975	1.78	2.554	3.053	3.011	2.953	3.393	2.668	3.138	2.574	3.479	3.145	3.435	3.961	2.77	3.943	2.95427	1780520.0	2127106.482697
sub-225/ses-001	2.729	2.708	2.664	1.979	3.393	2.829	2.786	3.075	2.682	2.335	2.788	2.122	2.817	3.252	3.377	2.915	2.776	2.795	2.725	1.539	2.32	2.638	2.857	2.618	3.081	2.382	2.797	2.426	2.854	2.946	2.496	3.664	2.598	3.324	2.68968	1550364.0	1896167.700207
sub-226/ses-001	3.027	2.568	2.807	2.097	4.142	3.397	3.123	3.415	3.043	2.761	2.704	2.153	2.504	3.588	3.274	3.03	2.81	3.214	2.888	1.986	2.607	2.903	3.09	3.126	3.334	2.658	3.015	2.823	3.44	3.165	3.029	4.432	3.172	3.638	2.98208	1738423.0	2184274.936531
sub-227/ses-001	2.816	2.927	2.877	2.18	3.843	3.218	2.892	3.085	2.795	2.499	2.918	2.374	2.876	3.365	2.961	2.988	3.013	2.743	2.938	1.772	2.373	2.761	3.202	2.926	2.96	2.549	2.976	2.609	3.246	2.932	2.89	4.163	2.817	3.367	2.88218	1938495.0	2331818.409031
sub-228/ses-001	3.116	2.894	2.658	1.957	3.554	3.325	3.016	3.505	2.847	2.512	3.097	2.2	3.008	3.343	3.233	2.694	2.954	3.143	2.721	1.895	2.476	3.113	2.897	2.816	3.468	2.734	3.23	2.553	3.559	3.025	3.676	3.702	2.748	3.599	2.93383	2019358.0	2395388.895327
sub-229/ses-001	2.818	2.63	2.681	2.151	4.229	3.306	2.86	3.527	2.979	2.535	2.821	2.441	2.621	3.648	3.438	2.931	3.131	3.153	2.749	2.012	2.593	2.83	3.205	2.813	2.743	2.689	3.125	2.574	3.637	3.103	3.195	3.878	3.217	3.496	2.95541	1883224.0	2249950.462979
