rh.aparc.thickness	rh_bankssts_thickness	rh_caudalanteriorcingulate_thickness	rh_caudalmiddlefrontal_thickness	rh_cuneus_thickness	rh_entorhinal_thickness	rh_fusiform_thickness	rh_inferiorparietal_thickness	rh_inferiortemporal_thickness	rh_isthmuscingulate_thickness	rh_lateraloccipital_thickness	rh_lateralorbitofrontal_thickness	rh_lingual_thickness	rh_medialorbitofrontal_thickness	rh_middletemporal_thickness	rh_parahippocampal_thickness	rh_paracentral_thickness	rh_parsopercularis_thickness	rh_parsorbitalis_thickness	rh_parstriangularis_thickness	rh_pericalcarine_thickness	rh_postcentral_thickness	rh_posteriorcingulate_thickness	rh_precentral_thickness	rh_precuneus_thickness	rh_rostralanteriorcingulate_thickness	rh_rostralmiddlefrontal_thickness	rh_superiorfrontal_thickness	rh_superiorparietal_thickness	rh_superiortemporal_thickness	rh_supramarginal_thickness	rh_frontalpole_thickness	rh_temporalpole_thickness	rh_transversetemporal_thickness	rh_insula_thickness	rh_MeanThickness_thickness	BrainSegVolNotVent	eTIV
sub-16/ses-001	3.153	3.322	3.092	2.886	2.521	3.244	3.167	2.865	3.481	2.916	3.22	2.942	3.263	3.544	3.634	3.287	3.231	2.947	2.792	2.782	2.446	3.667	2.976	3.285	3.219	2.891	3.462	2.701	3.703	3.31	3.339	2.692	3.417	3.664	3.14068	2428347.0	2243945.784992
sub-17/ses-001	3.061	3.301	2.932	2.404	3.991	3.38	2.851	3.232	2.878	2.58	3.202	2.339	2.903	3.35	2.868	3.018	3.248	3.289	3.198	2.155	2.148	3.049	2.962	3.081	3.617	2.593	3.303	2.633	3.236	2.754	2.773	3.603	3.064	3.434	2.92861	2099984.0	2299120.453092
sub-18/ses-001	3.556	2.742	3.311	2.446	3.576	3.336	3.17	3.502	3.172	2.962	3.082	2.931	3.205	3.724	2.999	3.27	3.062	3.207	2.778	2.346	2.69	3.627	3.024	3.163	3.162	2.873	3.455	2.814	3.651	3.214	3.311	4.166	3.097	3.701	3.15371	2076241.0	2373785.121778
sub-19/ses-001	2.689	3.065	2.86	2.174	4.299	3.008	3.043	3.31	3.391	2.738	3.107	2.451	3.001	3.577	3.139	3.361	2.507	3.145	2.659	2.273	2.585	3.326	2.862	3.146	3.092	2.797	3.322	2.856	3.48	3.012	3.39	3.396	2.503	3.258	2.99393	2008512.0	2378538.695444
sub-20/ses-001	2.805	3.275	2.833	2.414	3.12	3.132	2.879	2.912	3.308	2.504	2.98	2.568	2.967	3.13	3.159	3.148	2.929	2.844	2.594	1.912	2.246	3.435	2.807	3.178	3.337	2.772	3.143	2.658	2.986	2.849	3.588	2.669	2.336	3.308	2.87031	2470116.0	2139256.856422
sub-21/ses-001	3.19	2.753	3.003	2.427	3.469	3.018	3.034	3.434	3.047	2.712	2.849	2.551	2.903	3.498	2.969	2.955	3.175	3.321	2.971	1.988	2.404	3.402	2.913	3.172	3.118	2.806	2.874	2.62	3.451	2.9	2.847	3.288	3.216	3.285	2.92716	2061174.0	2613945.777072
sub-22/ses-001	3.216	3.44	2.863	2.713	3.097	3.365	2.789	3.5	3.173	2.514	3.045	2.631	3.284	3.59	3.216	2.818	3.062	3.404	2.97	2.02	2.291	3.426	2.863	3.134	3.266	2.705	3.263	2.493	3.728	2.923	3.48	3.58	3.168	3.504	2.99118	2498873.0	2300674.273606
sub-23/ses-001	3.042	3.23	2.959	2.448	2.853	3.435	2.893	3.229	3.103	2.569	2.703	2.401	2.899	3.318	2.996	3.117	3.02	3.235	2.608	2.099	2.236	3.304	2.694	3.122	3.093	2.75	3.218	2.472	3.405	2.818	3.35	2.881	3.03	3.711	2.90207	1957226.0	2297929.119572
sub-24/ses-001	2.728	3.087	2.711	2.651	3.047	3.223	2.85	3.266	2.994	2.727	3.217	2.46	3.027	3.085	3.218	2.7	3.006	3.106	2.903	2.048	2.492	3.089	2.723	2.954	3.328	2.79	3.052	2.653	3.088	2.993	3.686	3.462	2.947	3.596	2.8986	1984416.0	2525571.545345
sub-25/ses-001	2.948	2.748	2.91	2.483	3.125	3.114	2.721	2.827	3.373	2.474	3.245	2.902	3.378	3.484	3.274	2.865	3.27	3.201	2.888	2.37	2.433	3.336	2.84	3.076	3.095	2.739	3.424	2.542	3.387	2.94	3.326	3.337	3.067	3.594	2.96647	2261673.0	1421421.074796
sub-26/ses-001	3.088	3.126	2.952	2.748	3.502	3.394	3.045	3.43	3.346	2.803	3.222	2.584	3.364	3.58	3.127	3.021	3.039	2.846	2.798	2.151	2.506	3.073	2.905	3.025	3.534	2.886	3.428	2.718	3.523	2.831	3.673	2.648	3.26	3.39	3.03755	2192669.0	2055013.979005
sub-27/ses-001	3.012	3.106	2.813	2.115	3.507	3.22	2.792	3.177	2.731	2.501	2.842	2.39	3.283	3.069	2.817	2.99	2.91	2.755	2.84	1.947	2.145	3.231	2.654	2.945	3.531	2.661	3.227	2.329	3.129	2.936	3.466	3.428	2.397	3.492	2.83019	2131386.0	2489216.626257
sub-28/ses-001	2.945	3.047	2.84	2.24	3.147	3.125	2.698	3.333	3.012	2.56	2.839	2.317	3.223	3.478	2.665	3.154	3.033	2.738	2.857	1.915	2.548	3.019	2.803	2.998	3.267	2.837	3.259	2.603	3.217	2.844	2.975	3.203	2.519	3.348	2.91222	2119526.0	2587808.415853
sub-29/ses-001	3.029	3.339	2.81	2.512	3.12	3.338	2.834	3.376	2.969	3.037	2.969	2.529	3.124	3.503	3.296	2.863	2.821	3.429	3.109	2.327	2.44	3.208	2.761	3.075	3.496	3.084	3.305	2.714	3.422	2.925	2.737	2.998	2.958	3.338	3.01412	2024366.0	2361991.496582
sub-30/ses-001	3.647	2.918	2.927	2.399	3.727	3.25	2.847	3.21	3.402	2.704	3.24	2.755	3.132	3.406	3.553	3.15	3.157	3.336	2.996	2.426	2.397	3.449	2.916	3.008	2.973	2.688	3.22	2.443	3.598	2.875	3.514	3.846	3.514	3.762	3.00561	2231422.0	1697703.387943
sub-31/ses-001	2.925	3.027	2.656	2.266	1.994	3.048	2.862	3.177	2.99	2.636	2.822	2.346	2.927	3.205	2.882	2.985	2.855	2.957	2.815	2.087	2.355	3.263	2.635	2.96	3.632	2.603	3.174	2.586	3.23	2.648	3.368	2.675	2.905	3.384	2.82686	2475940.0	2236552.044565
sub-32/ses-001	3.345	3.499	3.003	2.214	2.625	3.485	2.825	3.233	3.154	2.623	3.095	2.467	3.404	3.436	3.284	3.098	3.155	3.602	2.82	1.863	2.356	3.346	2.908	3.16	3.376	3.186	3.298	2.518	3.444	2.766	3.905	2.573	3.177	3.477	2.98524	2431089.0	1941666.882686
sub-33/ses-001	3.26	3.367	3.271	2.353	4.224	3.402	3.064	3.762	3.265	2.729	3.114	2.75	3.011	3.661	3.278	3.104	3.418	3.34	3.071	2.337	2.57	3.214	2.974	3.137	3.459	3.089	3.488	2.761	3.707	3.251	3.753	4.637	3.486	3.845	3.14272	1952212.0	2387139.686592
sub-34/ses-001	2.529	3.166	2.633	2.453	4.136	3.169	2.812	3.15	3.06	2.5	3.243	2.341	3.358	3.102	3.062	3.08	2.741	3.011	2.756	2.063	2.417	3.141	2.717	3.088	4.042	2.843	3.23	2.655	3.498	2.831	2.889	3.988	2.735	3.389	2.91571	2207283.0	2644612.914885
sub-35/ses-001	2.992	2.98	3.047	2.504	3.572	3.302	2.706	3.526	2.976	2.728	3.151	2.607	2.983	3.443	3.182	3.11	3.036	2.748	3.057	2.17	2.527	3.384	2.856	3.238	3.311	2.529	3.241	2.591	3.315	2.863	3.048	2.892	2.902	3.388	2.95973	2091650.0	2165794.815889
sub-36/ses-001	2.415	2.665	2.341	2.761	2.372	2.892	2.455	2.436	3.09	2.537	2.73	2.768	2.922	2.737	3.108	2.629	2.652	2.687	2.626	2.278	2.212	2.95	2.541	2.871	3.033	2.609	2.841	2.188	2.918	2.449	2.9	2.269	2.832	3.245	2.64126	2423523.0	2291279.759195
sub-37/ses-001	3.407	3.221	2.824	2.118	3.343	3.36	2.893	3.448	2.992	2.464	2.962	2.464	2.974	3.68	3.025	3.037	3.269	3.651	2.793	2.126	2.347	3.462	2.894	2.99	3.425	2.855	3.33	2.491	3.474	3.091	2.478	2.932	3.274	3.599	2.97561	1905753.0	2457095.667721
sub-38/ses-001	3.214	3.092	2.842	2.328	3.213	3.146	2.78	3.272	3.28	2.362	2.893	2.505	3.168	3.398	3.088	3.015	2.64	2.537	2.575	1.952	2.156	3.27	2.737	3.052	3.096	2.291	3.175	2.724	3.172	2.83	2.647	3.533	2.92	3.45	2.83837	2059755.0	1895602.871661
sub-39/ses-001	3.367	3.291	2.787	2.36	3.817	3.464	3.113	3.47	3.007	2.751	2.899	2.408	3.046	3.517	3.279	3.326	3.047	3.024	3.183	1.837	2.584	3.192	3.043	3.235	3.376	2.877	3.108	2.755	3.446	3.398	3.373	3.655	3.024	3.912	3.05397	1820166.0	2289847.363306
sub-40/ses-001	3.639	3.366	2.894	2.441	2.832	3.468	3.129	3.025	3.236	2.562	3.08	2.882	3.396	3.367	3.106	2.798	3.011	3.296	2.737	2.174	2.419	3.372	2.695	3.13	3.363	2.745	3.251	2.568	3.888	3.065	3.85	2.607	2.87	3.51	3.01209	2652420.0	2093018.164872
sub-41/ses-001	3.252	3.142	2.75	1.96	3.212	3.284	2.981	3.036	2.766	2.346	3.157	2.469	3.134	3.517	2.946	2.795	3.089	3.372	2.858	1.861	2.941	3.248	2.216	2.881	3.233	2.761	3.389	2.579	3.37	2.752	3.052	3.464	2.967	3.313	2.90366	1958634.0	2220835.277724
sub-42/ses-001	2.913	2.834	2.649	2.171	3.365	3.145	2.661	3.035	2.733	2.603	2.824	2.417	2.764	3.013	2.97	3.046	2.7	2.581	2.662	1.83	2.418	2.742	2.757	2.961	2.958	2.343	2.805	2.504	3.19	2.648	2.483	3.718	3.291	3.134	2.73762	1836221.0	2352981.143197
sub-43/ses-001	2.726	3.223	2.543	2.397	2.631	3.195	2.545	2.794	2.926	2.494	2.763	2.677	2.843	3.091	3.026	2.664	2.457	2.725	2.493	1.909	2.193	2.964	2.643	2.805	3.497	2.441	2.956	2.337	3.081	2.599	2.757	2.372	2.67	3.312	2.7027	2281035.0	2198839.846566
sub-44/ses-001	3.228	3.121	2.909	2.38	2.819	3.403	3.122	3.255	2.746	2.655	2.86	2.372	3.229	3.681	3.27	3.07	3.091	3.455	3.135	1.839	2.291	3.361	2.805	3.168	3.613	2.698	3.147	2.738	3.489	2.982	3.2	3.157	2.795	4.07	2.99514	1896852.0	2390494.015089
sub-45/ses-001	2.758	3.1	2.908	2.475	3.137	3.359	2.88	3.309	3.387	2.776	2.966	2.204	2.823	3.433	3.051	3.105	2.937	3.079	2.822	1.885	2.296	3.187	2.791	3.134	3.413	2.675	3.202	2.556	3.175	2.833	3.874	3.083	2.712	3.263	2.90097	2168570.0	2581631.875257
